Zeit_Messung (sec);R (Ohm)
219,78;377,76
219,91;377,76
220,03;377,76
220,16;377,77
220,28;377,77
220,41;377,76
220,53;377,76
220,66;377,76
220,78;377,76
220,91;377,75
221,03;377,76
221,16;377,75
221,28;377,75
221,41;377,76
221,53;377,76
221,66;377,76
221,78;377,76
221,91;377,76
222,03;377,76
222,16;377,76
222,28;377,75
222,41;377,76
222,53;377,76
222,66;377,76
222,78;377,75
222,91;377,75
223,03;377,75
223,16;377,76
223,28;377,75
223,41;377,75
223,53;377,75
223,66;377,75
223,78;377,76
223,91;377,75
224,03;377,76
224,16;377,76
224,28;377,76
224,41;377,76
224,53;377,76
224,66;377,77
224,78;377,76
224,91;377,76
225,03;377,76
225,16;377,76
225,28;377,76
225,41;377,76
225,53;377,76
225,66;377,76
225,78;377,76
225,91;377,76
226,03;377,76
226,16;377,76
226,28;377,76
226,41;377,76
226,59;377,76
226,66;377,76
226,78;377,76
226,91;377,76
227,03;377,76
227,16;377,76
227,28;377,76
227,41;377,76
227,53;377,76
227,66;377,75
227,78;377,76
227,91;377,76
228,03;377,76
228,16;377,75
228,28;377,75
228,41;377,75
228,53;377,75
228,66;377,75
228,78;377,75
228,91;377,75
229,03;377,76
229,16;377,75
229,28;377,75
229,41;377,75
229,53;377,75
229,66;377,75
229,78;377,76
229,91;377,75
230,03;377,75
230,16;377,76
230,28;377,76
230,41;377,75
230,53;377,76
230,66;377,76
230,78;377,76
230,91;377,75
231,03;377,76
231,16;377,76
231,28;377,75
231,41;377,75
231,53;377,76
231,66;377,75
231,78;377,76
231,91;377,75
232,03;377,75
232,16;377,74
232,28;377,76
232,41;377,75
232,53;377,75
232,70;377,75
232,78;377,75
232,91;377,75
233,03;377,75
233,16;377,75
233,28;377,75
233,41;377,74
233,53;377,75
233,66;377,75
233,78;377,75
233,91;377,75
234,03;377,75
234,16;377,75
234,28;377,75
234,41;377,75
234,53;377,76
234,66;377,75
234,78;377,75
234,91;377,75
235,03;377,75
235,16;377,75
235,28;377,75
235,41;377,75
235,53;377,75
235,66;377,75
235,78;377,74
235,91;377,75
236,03;377,75
236,16;377,75
236,28;377,74
236,41;377,74
236,53;377,74
236,66;377,74
236,78;377,74
236,91;377,74
237,03;377,74
237,16;377,74
237,28;377,74
237,41;377,75
237,53;377,75
237,66;377,75
237,78;377,74
237,91;377,75
238,03;377,74
239,57;377,74
239,69;377,74
239,82;377,74
239,94;377,74
240,07;377,74
240,19;377,74
240,32;377,74
240,44;377,74
240,57;377,73
240,69;377,73
240,82;377,74
240,94;377,74
241,07;377,73
241,19;377,74
241,32;377,74
241,44;377,73
241,57;377,73
241,69;377,73
241,82;377,73
241,94;377,73
242,07;377,74
242,19;377,73
242,32;377,73
242,44;377,73
242,57;377,73
242,69;377,73
242,82;377,73
242,94;377,73
243,07;377,74
243,19;377,74
243,32;377,74
243,44;377,74
243,57;377,74
243,69;377,73
243,82;377,73
243,94;377,72
244,07;377,71
244,19;377,70
244,32;377,69
244,44;377,67
244,57;377,65
244,69;377,63
244,82;377,60
244,94;377,57
245,07;377,53
245,19;377,48
245,32;377,43
245,44;377,39
245,57;377,33
245,69;377,28
245,82;377,22
245,94;377,17
246,07;377,12
246,19;377,06
246,32;377,02
246,44;376,96
246,57;376,92
246,69;376,87
246,82;376,82
246,94;376,79
247,07;376,75
247,19;376,71
247,32;376,67
247,44;376,63
247,57;376,60
247,69;376,56
247,86;376,53
247,94;376,50
248,07;376,46
248,19;376,43
248,32;376,40
248,44;376,36
248,57;376,34
248,69;376,31
248,82;376,28
248,94;376,25
249,07;376,23
249,19;376,20
249,32;376,18
249,44;376,14
249,57;376,13
249,69;376,11
249,82;376,07
249,94;376,05
250,07;376,02
250,19;376,00
250,32;375,98
250,44;375,97
250,57;375,94
250,69;375,92
250,82;375,90
250,94;375,88
251,07;375,86
251,19;375,84
251,32;375,82
251,44;375,80
251,57;375,79
251,69;375,77
251,82;375,75
251,94;375,73
252,07;375,71
252,19;375,69
252,32;375,68
252,44;375,67
252,57;375,64
252,69;375,62
252,82;375,61
252,94;375,59
253,07;375,58
253,19;375,56
253,32;375,54
253,44;375,53
253,57;375,52
253,69;375,50
253,82;375,48
253,94;375,47
254,07;375,44
254,19;375,43
254,32;375,42
254,44;375,40
254,57;375,39
254,69;375,38
254,82;375,37
254,94;375,35
255,07;375,34
255,19;375,33
255,32;375,31
255,44;375,30
255,57;375,29
255,69;375,28
255,82;375,27
255,94;375,26
256,07;375,24
256,19;375,23
256,32;375,21
256,44;375,21
256,57;375,19
256,69;375,18
256,82;375,17
256,94;375,15
257,07;375,14
257,19;375,14
257,32;375,12
257,44;375,11
257,57;375,11
257,69;375,09
257,82;375,08
257,94;375,07
258,07;375,06
258,19;375,05
258,32;375,04
258,44;375,03
258,57;375,02
258,69;375,01
258,82;375,00
258,94;374,99
259,07;374,98
259,19;374,97
259,32;374,96
259,44;374,95
259,57;374,94
259,69;374,93
259,82;374,92
259,94;374,92
260,07;374,90
260,19;374,90
260,32;374,89
260,44;374,88
260,57;374,86
260,69;374,86
260,82;374,84
260,94;374,84
261,07;374,82
261,19;374,82
261,32;374,81
261,44;374,81
261,57;374,80
261,69;374,78
261,82;374,78
261,94;374,77
262,07;374,77
262,19;374,75
262,32;374,74
262,44;374,74
262,57;374,73
262,69;374,72
262,82;374,72
262,98;374,71
263,07;374,70
263,19;374,69
263,32;374,68
263,44;374,67
263,57;374,67
263,69;374,66
263,82;374,66
263,94;374,65
264,07;374,65
264,19;374,64
264,32;374,63
264,44;374,62
264,57;374,62
264,69;374,61
264,82;374,60
264,94;374,59
265,07;374,58
265,19;374,57
265,32;374,57
265,44;374,56
265,57;374,55
265,69;374,55
265,82;374,54
265,94;374,53
266,07;374,53
266,19;374,52
266,32;374,51
266,44;374,51
266,57;374,50
266,69;374,49
266,82;374,48
266,94;374,48
267,07;374,48
267,19;374,48
267,32;374,46
267,44;374,45
267,57;374,45
267,69;374,45
267,82;374,44
267,94;374,43
268,07;374,42
268,19;374,42
268,32;374,41
268,44;374,41
268,57;374,41
268,69;374,40
268,82;374,40
268,94;374,39
269,07;374,39
269,19;374,38
269,32;374,37
269,44;374,36
269,57;374,36
269,69;374,35
269,82;374,35
269,94;374,34
270,07;374,33
270,19;374,33
270,32;374,33
270,44;374,32
270,57;374,32
270,69;374,31
270,82;374,31
270,94;374,30
271,07;374,30
271,19;374,29
271,32;374,28
271,44;374,28
271,57;374,28
271,69;374,28
271,82;374,27
271,94;374,26
272,07;374,26
272,19;374,25
272,32;374,25
272,44;374,24
272,57;374,24
272,69;374,23
272,82;374,22
272,94;374,22
273,07;374,22
273,19;374,22
273,32;374,21
273,44;374,20
273,57;374,20
273,69;374,19
273,82;374,18
273,94;374,18
274,07;374,18
274,19;374,18
274,32;374,17
274,44;374,17
274,57;374,16
274,69;374,15
274,82;374,15
274,94;374,15
275,07;374,14
275,19;374,13
275,32;374,13
275,44;374,12
275,57;374,12
275,69;374,12
275,82;374,11
275,94;374,11
276,07;374,11
276,19;374,11
276,32;374,10
276,44;374,09
276,57;374,09
276,69;374,08
276,82;374,08
276,94;374,08
277,07;374,07
277,19;374,07
277,32;374,06
277,44;374,06
277,57;374,06
277,69;374,06
277,82;374,05
277,94;374,05
278,11;374,05
278,19;374,04
278,32;374,03
278,44;374,03
278,57;374,03
278,69;374,03
278,82;374,02
278,94;374,02
279,07;374,01
279,19;374,01
279,32;374,01
279,44;374,00
279,57;374,00
279,69;374,00
279,82;373,99
279,94;373,99
280,07;373,98
280,19;373,98
280,32;373,98
280,44;373,97
280,57;373,96
280,69;373,97
280,82;373,96
280,94;373,95
281,07;373,96
281,19;373,95
281,32;373,95
281,44;373,95
281,57;373,95
281,69;373,95
281,82;373,93
281,94;373,94
282,07;373,93
282,19;373,93
282,32;373,93
282,44;373,92
282,57;373,92
282,69;373,91
282,82;373,91
282,94;373,90
283,07;373,90
283,19;373,89
283,32;373,89
283,44;373,90
283,57;373,89
283,69;373,89
283,82;373,88
283,94;373,88
284,07;373,88
284,19;373,88
284,32;373,86
284,44;373,86
284,57;373,86
284,69;373,86
284,82;373,85
284,94;373,85
285,07;373,85
285,19;373,84
285,32;373,84
285,44;373,84
285,57;373,84
285,69;373,83
285,82;373,83
285,94;373,82
286,07;373,82
286,19;373,82
286,32;373,82
286,44;373,81
286,57;373,82
286,69;373,81
286,82;373,81
286,94;373,80
287,07;373,80
287,19;373,80
287,32;373,79
287,44;373,79
287,57;373,79
287,69;373,79
287,82;373,79
287,94;373,79
288,07;373,79
288,19;373,78
288,32;373,78
288,44;373,77
288,57;373,77
288,69;373,77
288,82;373,77
288,94;373,76
289,07;373,75
289,19;373,75
289,32;373,75
289,44;373,75
289,57;373,75
289,69;373,75
289,82;373,75
289,94;373,75
290,07;373,74
290,19;373,74
290,32;373,74
290,44;373,73
290,57;373,74
290,69;373,73
290,82;373,72
290,94;373,72
291,07;373,72
291,19;373,71
291,32;373,71
291,44;373,71
291,57;373,70
291,69;373,70
291,82;373,70
291,94;373,70
292,07;373,70
292,19;373,70
292,32;373,69
292,44;373,69
292,57;373,69
292,69;373,68
292,82;373,68
292,94;373,68
293,07;373,67
293,23;373,67
293,32;373,67
293,44;373,67
293,57;373,67
293,69;373,66
293,82;373,66
293,94;373,66
294,07;373,65
294,19;373,65
294,32;373,65
294,44;373,65
294,57;373,64
294,69;373,64
294,82;373,64
294,94;373,64
295,07;373,64
295,19;373,63
295,32;373,63
295,44;373,63
295,57;373,63
295,69;373,63
295,82;373,62
295,94;373,62
296,07;373,61
296,19;373,61
296,32;373,61
296,44;373,61
296,57;373,61
296,69;373,60
296,82;373,60
296,94;373,60
297,07;373,60
297,19;373,59
297,32;373,59
297,44;373,59
297,57;373,59
297,69;373,59
297,82;373,59
297,94;373,58
298,07;373,58
298,19;373,58
298,32;373,58
298,44;373,57
298,57;373,57
298,69;373,57
298,82;373,56
298,94;373,56
299,07;373,56
299,19;373,55
299,32;373,56
299,44;373,55
299,57;373,55
299,69;373,55
299,82;373,54
299,94;373,55
300,07;373,54
300,19;373,54
300,32;373,54
300,44;373,55
300,57;373,55
300,69;373,53
300,82;373,53
300,94;373,53
301,07;373,53
301,19;373,53
301,32;373,52
301,44;373,52
301,57;373,52
301,69;373,52
301,82;373,52
301,94;373,51
302,07;373,52
302,19;373,51
302,32;373,51
302,44;373,51
302,57;373,51
302,69;373,50
302,82;373,50
302,94;373,50
303,07;373,49
303,19;373,50
303,32;373,49
303,44;373,49
303,57;373,49
303,69;373,49
303,82;373,49
303,94;373,48
304,07;373,48
304,19;373,48
304,32;373,48
304,44;373,48
304,57;373,48
304,69;373,47
304,82;373,47
304,94;373,47
305,07;373,46
305,19;373,47
305,32;373,46
305,44;373,46
305,57;373,46
305,69;373,47
305,82;373,46
305,94;373,45
306,07;373,45
306,19;373,45
306,32;373,45
306,44;373,45
306,57;373,45
306,69;373,45
306,82;373,45
306,94;373,45
307,07;373,44
307,19;373,44
307,32;373,44
307,44;373,44
307,57;373,44
307,69;373,44
307,82;373,43
307,94;373,43
308,07;373,44
308,19;373,43
308,36;373,43
308,44;373,43
308,57;373,43
308,69;373,43
308,82;373,42
308,94;373,42
309,07;373,42
309,19;373,42
309,32;373,41
309,44;373,41
309,57;373,41
309,69;373,41
309,82;373,41
309,94;373,41
310,07;373,41
310,19;373,41
310,32;373,41
310,44;373,40
310,57;373,40
310,69;373,40
310,82;373,40
310,94;373,39
311,07;373,39
311,19;373,39
311,32;373,39
311,44;373,39
311,57;373,39
311,69;373,39
311,82;373,39
311,94;373,39
312,07;373,38
312,19;373,39
312,32;373,38
312,44;373,38
312,57;373,38
312,69;373,38
312,82;373,38
312,94;373,38
313,07;373,38
313,19;373,38
313,32;373,37
313,44;373,37
313,57;373,37
313,69;373,37
313,82;373,37
313,94;373,37
314,07;373,37
314,19;373,36
314,32;373,36
314,44;373,36
314,57;373,36
314,69;373,36
314,82;373,36
314,94;373,35
315,07;373,35
315,19;373,35
315,32;373,34
315,44;373,35
315,57;373,35
315,69;373,34
315,82;373,34
315,94;373,34
316,07;373,34
316,19;373,34
316,32;373,34
316,44;373,34
316,57;373,34
316,69;373,34
316,82;373,34
316,94;373,33
317,07;373,33
317,19;373,33
317,32;373,33
317,44;373,33
317,57;373,32
317,69;373,32
317,82;373,32
317,94;373,32
318,07;373,32
318,19;373,32
318,32;373,32
318,44;373,31
318,57;373,31
318,69;373,32
318,82;373,31
318,94;373,32
319,07;373,30
319,19;373,31
319,32;373,29
319,44;373,30
319,57;373,30
319,69;373,30
319,82;373,30
319,94;373,29
320,07;373,29
320,19;373,29
320,32;373,29
320,44;373,29
320,57;373,29
320,69;373,28
320,82;373,29
320,94;373,29
321,07;373,29
321,19;373,29
321,32;373,29
321,44;373,28
321,57;373,28
321,69;373,28
321,82;373,28
321,94;373,27
322,07;373,27
322,19;373,27
322,32;373,27
322,44;373,27
322,57;373,27
322,69;373,27
322,82;373,27
322,94;373,27
323,07;373,27
323,19;373,26
323,32;373,26
323,48;373,26
323,57;373,26
323,69;373,26
323,82;373,26
323,94;373,26
324,07;373,26
324,19;373,26
324,32;373,26
324,44;373,26
324,57;373,25
324,69;373,26
324,82;373,25
324,94;373,25
325,07;373,25
325,19;373,25
325,32;373,25
325,44;373,24
325,57;373,24
325,69;373,24
325,82;373,24
325,94;373,23
326,07;373,24
326,19;373,24
326,32;373,24
326,44;373,23
326,57;373,23
326,69;373,23
326,82;373,23
326,94;373,23
327,07;373,23
327,19;373,23
327,32;373,22
327,44;373,22
327,57;373,22
327,69;373,23
327,82;373,22
327,94;373,22
328,07;373,22
328,19;373,22
328,32;373,22
328,44;373,22
328,57;373,22
328,69;373,22
328,82;373,22
328,94;373,22
329,07;373,21
329,19;373,22
329,32;373,21
329,44;373,21
329,57;373,21
329,69;373,21
329,82;373,21
329,94;373,21
330,07;373,21
330,19;373,20
330,32;373,21
330,44;373,20
330,57;373,20
330,69;373,21
330,82;373,20
330,94;373,21
331,07;373,20
331,19;373,20
331,32;373,19
331,44;373,20
331,57;373,20
331,69;373,20
331,82;373,20
331,94;373,19
332,07;373,20
332,19;373,19
332,32;373,19
332,44;373,19
332,57;373,18
332,69;373,18
332,82;373,18
332,94;373,18
333,07;373,18
333,19;373,18
333,32;373,18
333,44;373,19
333,57;373,18
333,69;373,18
333,82;373,18
333,94;373,18
334,07;373,18
334,19;373,18
334,32;373,18
334,44;373,17
334,57;373,17
334,69;373,18
334,82;373,18
334,94;373,18
335,07;373,17
335,19;373,17
335,32;373,17
335,44;373,17
335,57;373,17
335,69;373,17
335,82;373,17
335,94;373,17
336,07;373,16
336,19;373,16
336,32;373,17
336,44;373,16
336,57;373,16
336,69;373,16
336,82;373,16
336,94;373,16
337,07;373,16
337,19;373,16
337,32;373,16
337,44;373,16
337,57;373,16
337,69;373,16
337,82;373,16
337,94;373,16
338,07;373,16
338,19;373,15
338,32;373,15
338,44;373,15
338,61;373,15
338,69;373,15
338,82;373,15
338,94;373,15
339,07;373,15
339,19;373,14
339,32;373,14
339,44;373,14
339,57;373,14
339,69;373,14
339,82;373,13
339,94;373,14
340,07;373,14
340,19;373,14
340,32;373,14
340,44;373,14
340,57;373,13
340,69;373,13
340,82;373,13
340,94;373,13
341,07;373,14
341,19;373,13
341,32;373,13
341,44;373,13
341,57;373,13
341,69;373,13
341,82;373,13
341,94;373,12
342,07;373,13
342,19;373,12
342,32;373,12
342,44;373,12
342,57;373,11
342,69;373,12
342,82;373,12
342,94;373,11
343,07;373,12
343,19;373,11
343,32;373,11
343,44;373,11
343,57;373,11
343,69;373,11
343,82;373,11
343,94;373,11
344,07;373,11
344,19;373,11
344,32;373,11
344,44;373,10
344,57;373,11
344,69;373,10
344,82;373,10
344,94;373,09
345,07;373,10
345,19;373,10
345,32;373,10
345,44;373,10
345,57;373,10
345,69;373,10
345,82;373,10
345,94;373,09
346,07;373,10
346,19;373,09
346,32;373,09
346,44;373,09
346,57;373,10
346,69;373,09
346,82;373,09
346,94;373,09
347,07;373,09
347,19;373,09
347,32;373,09
347,44;373,09
347,57;373,09
347,69;373,09
347,82;373,08
347,94;373,08
348,07;373,09
348,19;373,09
348,32;373,08
348,44;373,08
348,57;373,08
348,69;373,08
348,82;373,08
348,94;373,08
349,07;373,08
349,19;373,08
349,32;373,08
349,44;373,08
349,57;373,08
349,69;373,08
349,82;373,08
349,94;373,08
350,07;373,08
350,19;373,08
350,32;373,08
350,44;373,07
350,57;373,08
350,69;373,07
350,82;373,07
350,94;373,06
351,07;373,06
351,19;373,06
351,32;373,06
351,44;373,07
351,57;373,06
351,69;373,07
351,82;373,06
351,94;373,06
352,07;373,06
352,19;373,06
352,32;373,06
352,44;373,07
352,57;373,07
352,69;373,07
352,82;373,07
352,94;373,06
353,07;373,06
353,19;373,06
353,32;373,06
353,44;373,07
353,57;373,06
353,73;373,06
353,82;373,06
353,94;373,06
354,07;373,06
354,19;373,07
354,32;373,06
354,44;373,05
354,57;373,06
354,69;373,06
354,82;373,05
354,94;373,05
355,07;373,05
355,19;373,05
355,32;373,05
355,44;373,05
355,57;373,04
355,69;373,04
355,82;373,05
355,94;373,04
356,07;373,04
356,19;373,04
356,32;373,05
356,44;373,05
356,57;373,05
356,69;373,05
356,82;373,05
356,94;373,05
357,07;373,04
357,19;373,04
357,32;373,04
357,44;373,05
357,57;373,03
357,69;373,03
357,82;373,03
357,94;373,04
359,48;373,03
359,60;373,03
359,73;373,03
359,86;373,03
359,98;373,02
360,11;373,02
360,23;373,02
360,36;373,02
360,48;373,03
360,61;373,02
360,73;373,02
360,86;373,02
360,98;373,01
361,11;373,01
361,23;373,02
361,36;373,01
361,48;373,01
361,61;373,01
361,73;373,01
361,86;373,01
361,98;373,01
362,11;373,02
362,23;373,02
362,36;373,03
362,48;373,05
362,61;373,06
362,73;373,08
362,86;373,11
362,98;373,14
363,11;373,17
363,23;373,22
363,36;373,27
363,48;373,32
363,61;373,36
363,73;373,42
363,86;373,48
363,98;373,53
364,11;373,59
364,23;373,64
364,36;373,70
364,48;373,76
364,61;373,81
364,73;373,87
364,86;373,92
364,98;373,98
365,11;374,03
365,23;374,08
365,36;374,13
365,48;374,17
365,61;374,22
365,73;374,27
365,86;374,31
365,98;374,35
366,11;374,40
366,23;374,44
366,36;374,48
366,48;374,52
366,61;374,57
366,73;374,61
366,86;374,65
366,98;374,69
367,11;374,73
367,23;374,77
367,36;374,81
367,48;374,84
367,61;374,88
367,73;374,92
367,86;374,95
367,98;374,99
368,11;375,02
368,23;375,05
368,36;375,09
368,48;375,12
368,61;375,15
368,73;375,19
368,90;375,22
368,98;375,25
369,11;375,28
369,23;375,32
369,36;375,34
369,48;375,37
369,61;375,41
369,73;375,43
369,86;375,46
369,98;375,49
370,11;375,52
370,23;375,55
370,36;375,57
370,48;375,60
370,61;375,62
370,73;375,64
370,86;375,68
370,98;375,70
371,11;375,73
371,23;375,74
371,36;375,77
371,48;375,80
371,61;375,82
371,73;375,85
371,86;375,87
371,98;375,89
372,11;375,92
372,23;375,94
372,36;375,95
372,48;375,98
372,61;376,00
372,73;376,02
372,86;376,04
372,98;376,07
373,11;376,08
373,23;376,11
373,36;376,14
373,48;376,14
373,61;376,17
373,73;376,19
373,86;376,21
373,98;376,22
374,11;376,24
374,23;376,26
374,36;376,27
374,48;376,28
374,61;376,30
374,73;376,32
374,86;376,34
374,98;376,35
375,11;376,37
375,23;376,38
375,36;376,41
375,48;376,42
375,61;376,43
375,73;376,45
375,86;376,46
375,98;376,48
376,11;376,50
376,23;376,51
376,36;376,53
376,48;376,54
376,61;376,56
376,73;376,57
376,86;376,58
376,98;376,59
377,11;376,60
377,23;376,62
377,36;376,64
377,48;376,65
377,61;376,67
377,73;376,68
377,86;376,69
377,98;376,70
378,11;376,72
378,23;376,72
378,36;376,73
378,48;376,75
378,61;376,76
378,73;376,77
378,86;376,78
378,98;376,79
379,11;376,80
379,23;376,81
379,36;376,83
379,48;376,83
379,61;376,84
379,73;376,85
379,86;376,86
379,98;376,87
380,11;376,88
380,23;376,90
380,36;376,90
380,48;376,91
380,61;376,92
380,73;376,93
380,86;376,93
380,98;376,94
381,11;376,95
381,23;376,96
381,36;376,98
381,48;376,98
381,61;376,99
381,73;377,00
381,86;377,01
381,98;377,01
382,11;377,02
382,23;377,03
382,36;377,04
382,48;377,04
382,61;377,06
382,73;377,06
382,86;377,07
382,98;377,08
383,11;377,08
383,23;377,09
383,36;377,10
383,48;377,11
383,61;377,11
383,73;377,12
383,86;377,13
384,02;377,14
384,11;377,14
384,23;377,15
384,36;377,16
384,48;377,16
384,61;377,17
384,73;377,17
384,86;377,18
384,98;377,18
385,11;377,19
385,23;377,20
385,36;377,21
385,48;377,21
385,61;377,22
385,73;377,22
385,86;377,23
385,98;377,24
386,11;377,24
386,23;377,25
386,36;377,24
386,48;377,26
386,61;377,26
386,73;377,26
386,86;377,27
386,98;377,27
387,11;377,28
387,23;377,29
387,36;377,29
387,48;377,29
387,61;377,30
387,73;377,31
387,86;377,31
387,98;377,32
388,11;377,32
388,23;377,33
388,36;377,33
388,48;377,34
388,61;377,34
388,73;377,35
388,86;377,35
388,98;377,36
389,11;377,36
389,23;377,36
